"zipcode";"state";"fips_regions";"city";"latitude";"longitude"
"00501";"NY";"36";"Holtsville";"40.8154";"-73.0456"
"00544";"NY";"36";"Holtsville";"40.8154";"-73.0456"
"00601";"PR";"72";"Adjuntas";"18.1522";"-66.7367"
"00602";"PR";"72";"Aguada";"18.3753";"-67.1775"
"00603";"PR";"72";"Aguadilla";"18.4586";"-67.1299"
"00604";"PR";"72";"Aguadilla";"18.4888";"-67.1477"
"00605";"PR";"72";"Aguadilla";"18.4289";"-67.1538"
"00606";"PR";"72";"Maricao";"18.1824";"-66.975"
"00611";"PR";"72";"Angeles";"18.2856";"-66.9698"
"00612";"PR";"72";"Arecibo";"18.4134";"-66.6891"
"00616";"PR";"72";"Bajadero";"18.4055";"-66.6712"
"00617";"PR";"72";"Barceloneta";"18.4521";"-66.5581"
"00623";"PR";"72";"Cabo Rojo";"18.0375";"-67.1537"
"00624";"PR";"72";"Alt de Penuelas";"18.0112";"-66.3514"
"00627";"PR";"72";"Camuy";"18.4285";"-66.8499"
"00631";"PR";"72";"Adjuntas";"18.1803";"-66.8261"
"00636";"PR";"72";"Rosario";"18.1647";"-67.0797"
"00637";"PR";"72";"Sabana Grande";"18.0872";"-66.9273"
"00638";"PR";"72";"Ciales";"18.3092";"-66.4867"
"00641";"PR";"72";"Utuado";"18.2858";"-66.7367"
"00646";"PR";"72";"Dorado";"18.4337";"-66.2903"
"00647";"PR";"72";"Ensenada";"17.9692";"-66.9631"
"00650";"PR";"72";"Florida";"18.3565";"-66.5938"
"00652";"PR";"72";"Garrochales";"18.4519";"-66.5998"
"00656";"PR";"72";"Guayanilla";"18.0373";"-66.7963"
"00659";"PR";"72";"Hatillo";"18.4637";"-66.8201"
"00660";"PR";"72";"Hormigueros";"18.1431";"-67.106"
"00662";"PR";"72";"Isabela";"18.4561";"-67.0226"
"00664";"PR";"72";"Jayuya";"18.223";"-66.5938"
"00667";"PR";"72";"Lajas";"18.0033";"-67.0584"
"00669";"PR";"72";"Lares";"18.3041";"-66.8797"
"00670";"PR";"72";"Las MarÃ­as";"18.2505";"-67.0286"
"00676";"PR";"72";"Moca";"18.3886";"-67.106"
"00678";"PR";"72";"Quebradillas";"18.444";"-66.9273"
"00681";"PR";"72";"Mayaguez";"18.1211";"-67.0824"
"00687";"PR";"72";"Morovis";"18.3318";"-66.4033"
"00688";"PR";"72";"Sabana Hoyos";"18.35";"-66.6296"
"00690";"PR";"72";"San Antonio";"18.4907";"-67.0971"
"00692";"PR";"72";"Vega Alta";"18.3987";"-66.32"
"00693";"PR";"72";"Vega Baja";"18.4207";"-66.4033"
"00694";"PR";"72";"Vega Baja";"18.4465";"-66.3884"
"00698";"PR";"72";"Yauco";"18.0656";"-66.8439"
"00703";"PR";"72";"Aguas Buenas";"18.2626";"-66.1296"
"00704";"PR";"72";"Aguirre";"18.2501";"-66.1032"
"00705";"PR";"72";"Aibonito";"18.1354";"-66.2605"
"00707";"PR";"72";"Maunabo";"17.9968";"-65.9215"
"00714";"PR";"72";"Arroyo";"17.9807";"-66.0523"
"00715";"PR";"72";"Bo Bucana";"18.1144";"-66.8568"
"00717";"PR";"72";"Ponce";"18.0004";"-66.6147"
"00718";"PR";"72";"Naguabo";"18.25";"-65.7847"
"00719";"PR";"72";"Naranjito";"18.2782";"-66.2486"
"00720";"PR";"72";"Orocovis";"18.2428";"-66.4033"
"00723";"PR";"72";"Patillas";"18.0252";"-66.0107"
"00725";"PR";"72";"Caguas";"18.2191";"-66.0315"
"00726";"PR";"72";"Caguas";"18.1217";"-66.0493"
"00727";"PR";"72";"Caguas";"18.2119";"-66.082"
"00728";"PR";"72";"Ponce";"18.0829";"-66.6296"
"00729";"PR";"72";"CanÃ³vanas";"18.3863";"-65.8917"
"00730";"PR";"72";"Ponce";"18.0253";"-66.701"
"00731";"PR";"72";"Ponce";"17.9952";"-66.6831"
"00732";"PR";"72";"Ponce";"18.0133";"-66.6146"
"00733";"PR";"72";"Ponce";"18.0133";"-66.6146"
"00734";"PR";"72";"Ponce";"18.0133";"-66.6146"
"00735";"PR";"72";"Ceiba";"18.2436";"-65.654"
"00736";"PR";"72";"Cayey";"18.1168";"-66.1177"
"00737";"PR";"72";"Cayey";"18.1138";"-66.1667"
"00738";"PR";"72";"Fajardo";"18.3479";"-65.648"
"00739";"PR";"72";"Cidra";"18.1991";"-66.1534"
"00741";"PR";"72";"Punta Santiago";"18.1709";"-65.7728"
"00742";"PR";"72";"Ceiba";"18.2666";"-65.6482"
"00744";"PR";"72";"Rio Blanco";"18.2202";"-65.7902"
"00745";"PR";"72";"CanÃ³vanas";"18.3387";"-65.7847"
"00751";"PR";"72";"Salinas";"18.0022";"-66.2605"
"00754";"PR";"72";"San Lorenzo";"18.1424";"-65.975"
"00757";"PR";"72";"Santa Isabel";"17.9858";"-66.3914"
"00765";"PR";"72";"Vieques";"18.1263";"-65.4401"
"00766";"PR";"72";"Villalba";"18.1218";"-66.4986"
"00767";"PR";"72";"Yabucoa";"18.0538";"-65.8917"
"00769";"PR";"72";"Coamo";"18.1033";"-66.3557"
"00771";"PR";"72";"Las Piedras";"18.1646";"-65.8917"
"00772";"PR";"72";"Jard de Loiza";"18.2022";"-65.86"
"00773";"PR";"72";"Luquillo";"18.3576";"-65.7193"
"00775";"PR";"72";"Culebra";"18.3215";"-65.2916"
"00777";"PR";"72";"Juncos";"18.2564";"-65.9155"
"00780";"PR";"72";"Coto Laurel";"18.0801";"-66.5641"
"00782";"PR";"72";"ComerÃ­o";"18.2307";"-66.2248"
"00783";"PR";"72";"Corozal";"18.3193";"-66.3081"
"00784";"PR";"72";"Guayama";"18.0281";"-66.1177"
"00785";"PR";"72";"Guayama";"17.98";"-66.1101"
"00786";"PR";"72";"La Plata";"18.1564";"-66.2336"
"00791";"PR";"72";"Humacao";"18.1535";"-65.8501"
"00792";"PR";"72";"Humacao";"18.1519";"-65.8279"
"00794";"PR";"72";"Barranquitas";"18.1987";"-66.32"
"00801";"VI";"78";"Charlotte Amalie";"18.3436";"-64.9314"
"00802";"VI";"78";"Charlotte Amalie";"18.3436";"-64.9322"
"00803";"VI";"78";"Charlotte Amalie";"18.3436";"-64.9314"
"00804";"VI";"78";"Charlotte Amalie";"18.3436";"-64.9314"
"00805";"VI";"78";"St Thomas";"18.3436";"-64.9314"
"00820";"VI";"78";"Christiansted";"17.7473";"-64.7041"
"00821";"VI";"78";"Christiansted";"17.7488";"-64.7039"
"00822";"VI";"78";"Christiansted";"17.7488";"-64.7039"
"00823";"VI";"78";"Christiansted";"17.7488";"-64.7039"
"00824";"VI";"78";"Christiansted";"17.7488";"-64.7039"
"00830";"VI";"78";"Cruz Bay";"18.3328";"-64.7926"
"00831";"VI";"78";"Cruz Bay";"18.3333";"-64.7943"
"00840";"VI";"78";"Frederiksted";"17.7135";"-64.8827"
"00841";"VI";"78";"Frederiksted";"17.7147";"-64.8818"
"00850";"VI";"78";"Kingshill";"17.7193";"-64.8336"
"00851";"VI";"78";"Kingshill";"17.7253";"-64.7836"
"00901";"PR";"72";"San Juan";"18.466";"-66.1043"
"00902";"PR";"72";"San Juan";"18.4683";"-66.1061"
"00906";"PR";"72";"San Juan";"18.4645";"-66.101"
"00907";"PR";"72";"San Juan";"18.4537";"-66.085"
"00908";"PR";"72";"San Juan";"18.4683";"-66.1061"
"00909";"PR";"72";"San Juan";"18.4402";"-66.0672"
"00910";"PR";"72";"Fernandez Juncos";"18.4683";"-66.1061"
"00911";"PR";"72";"San Juan";"18.4513";"-66.0568"
"00912";"PR";"72";"San Juan";"18.4462";"-66.0597"
"00913";"PR";"72";"San Juan";"18.4503";"-66.0441"
"00914";"PR";"72";"San Juan";"18.4683";"-66.1061"
"00915";"PR";"72";"San Juan";"18.437";"-66.0434"
"00916";"PR";"72";"Barrio Obrero";"18.4683";"-66.1061"
"00917";"PR";"72";"San Juan";"18.4212";"-66.0493"
"00918";"PR";"72";"San Juan";"18.418";"-66.0672"
"00919";"PR";"72";"Hato Rey";"18.4683";"-66.1061"
"00921";"PR";"72";"San Juan";"18.3934";"-66.091"
"00922";"PR";"72";"Caparra";"18.4683";"-66.1061"
"00923";"PR";"72";"San Juan";"18.4141";"-66.0374"
"00924";"PR";"72";"San Juan";"18.3974";"-66.0166"
"00925";"PR";"72";"San Juan";"18.4006";"-66.0508"
"00926";"PR";"72";"San Juan";"18.3419";"-66.0583"
"00927";"PR";"72";"San Juan";"18.3807";"-66.0791"
"00928";"PR";"72";"Rio Piedras";"18.4683";"-66.1061"
"00929";"PR";"72";"65th Infantry";"18.4683";"-66.1061"
"00930";"PR";"72";"Rio Piedras";"18.4683";"-66.1061"
"00931";"PR";"72";"Rio Piedras";"18.4683";"-66.1061"
"00933";"PR";"72";"San Juan";"18.4683";"-66.1061"
"00935";"PR";"72";"Centro Medico Metropolitano";"18.4683";"-66.1061"
"00936";"PR";"72";"65th Infantry";"18.4683";"-66.1061"
"00937";"PR";"72";"San Juan";"18.4683";"-66.1061"
"00938";"PR";"72";"San Juan";"18.4551";"-66.0548"
"00939";"PR";"72";"San Juan";"18.4683";"-66.1061"
"00940";"PR";"72";"San Juan";"18.45";"-66.07"
"00949";"PR";"72";"Toa Baja";"18.4306";"-66.2248"
"00950";"PR";"72";"Toa Baja";"18.4456";"-66.26"
"00951";"PR";"72";"Toa Baja";"18.4456";"-66.26"
"00952";"PR";"72";"Sabana Seca";"18.4233";"-66.175"
"00953";"PR";"72";"Toa Alta";"18.3671";"-66.2486"
"00954";"PR";"72";"Toa Alta";"18.3905";"-66.2487"
"00955";"PR";"72";"San Juan";"18.4697";"-66.1179"
"00956";"PR";"72";"BayamÃ³n";"18.3323";"-66.1534"
"00957";"PR";"72";"BayamÃ³n";"18.3164";"-66.201"
"00958";"PR";"72";"BayamÃ³n";"18.4008";"-66.1589"
"00959";"PR";"72";"BayamÃ³n";"18.391";"-66.1356"
"00960";"PR";"72";"BayamÃ³n";"18.4008";"-66.1589"
"00961";"PR";"72";"BayamÃ³n";"18.4164";"-66.1594"
"00965";"PR";"72";"Bda Vietnam";"18.4299";"-66.1148"
"00966";"PR";"72";"Guaynabo";"18.4029";"-66.1207"
"00968";"PR";"72";"Guaynabo";"18.4061";"-66.1029"
"00969";"PR";"72";"Guaynabo";"18.3435";"-66.1118"
"00970";"PR";"72";"Guaynabo";"18.3596";"-66.1116"
"00971";"PR";"72";"Guaynabo";"18.4255";"-66.1133"
"00975";"PR";"72";"Bureau of Census";"18.4683";"-66.1064"
"00976";"PR";"72";"Trujillo Alto";"18.3102";"-65.9869"
"00977";"PR";"72";"Trujillo Alto";"18.3569";"-66.0076"
"00978";"PR";"72";"St Just Contract";"18.3703";"-66.0123"
"00979";"PR";"72";"Carolina";"18.4307";"-66.0166"
"00981";"PR";"72";"Carolina";"18.4683";"-66.1064"
"00982";"PR";"72";"Carolina";"18.4141";"-65.9958"
"00983";"PR";"72";"Carolina";"18.4465";"-65.969"
"00984";"PR";"72";"Carolina";"18.3828";"-65.9578"
"00985";"PR";"72";"Carolina";"18.4101";"-65.9453"
"00986";"PR";"72";"Carolina";"18.3828";"-65.9578"
"00987";"PR";"72";"Carolina";"18.3483";"-65.9393"
"00988";"PR";"72";"Carolina";"18.3828";"-65.9578"
"01001";"MA";"25";"Agawam";"42.0637";"-72.6269"
"01003";"MA";"25";"ÐÐ¼Ñ…ÑŠÑ€ÑÑ‚";"42.3894";"-72.5279"
"01004";"MA";"25";"ÐÐ¼Ñ…ÑŠÑ€ÑÑ‚";"42.3721";"-72.523"
"01005";"MA";"25";"Barre";"42.4328";"-72.1179"
"01007";"MA";"25";"Belchertown";"42.2872";"-72.4021"
"01008";"MA";"25";"Blandford";"42.1837";"-72.9697"
"01009";"MA";"25";"Bondsville";"42.2098";"-72.3455"
"01010";"MA";"25";"Brimfield";"42.1308";"-72.2008"
"01011";"MA";"25";"Chester";"42.3065";"-72.9579"
"01012";"MA";"25";"Chesterfield";"42.365";"-72.8397"
"01014";"MA";"25";"Chicopee";"42.1486";"-72.6085"
"01020";"MA";"25";"Chicopee";"42.1658";"-72.5737"
"01021";"MA";"25";"Chicopee";"42.16";"-72.59"
"01022";"MA";"25";"Chicopee";"42.1986";"-72.5382"
"01026";"MA";"25";"Cummington";"42.475";"-72.9342"
"01028";"MA";"25";"East Longmeadow";"42.0644";"-72.5087"
"01030";"MA";"25";"Feeding Hills";"42.071";"-72.6742"
"01031";"MA";"25";"Gilbertville";"42.345";"-72.2245"
"01032";"MA";"25";"Goshen";"42.4644";"-72.8338"
"01033";"MA";"25";"Granby";"42.2639";"-72.4968"
"01034";"MA";"25";"Granville";"42.0684";"-72.9697"
"01035";"MA";"25";"Hadley";"42.3592";"-72.556"
"01036";"MA";"25";"Hampden";"42.0573";"-72.4021"
"01037";"MA";"25";"Hardwick";"42.3832";"-72.2245"
"01038";"MA";"25";"Hatfield";"42.3818";"-72.6092"
"01040";"MA";"25";"Holyoke";"42.2172";"-72.6269"
"01041";"MA";"25";"Halyoke";"42.2043";"-72.6167"
"01050";"MA";"25";"Huntington";"42.2729";"-72.8634"
"01053";"MA";"25";"Leeds";"42.3506";"-72.7156"
"01054";"MA";"25";"Leverett";"42.4816";"-72.485"
"01056";"MA";"25";"Ludlow";"42.1913";"-72.4613"
"01057";"MA";"25";"Monson";"42.0807";"-72.3074"
"01059";"MA";"25";"ÐÐ¼Ñ…ÑŠÑ€ÑÑ‚";"42.3738";"-72.5205"
"01060";"MA";"25";"Northampton";"42.33";"-72.6447"
"01061";"MA";"25";"North Hampton";"42.3251";"-72.6418"
"01062";"MA";"25";"Florence";"42.324";"-72.6979"
"01063";"MA";"25";"Northampton";"42.3191";"-72.6395"
"01068";"MA";"25";"Oakham";"42.3528";"-72.035"
"01069";"MA";"25";"Palmer";"42.1843";"-72.2956"
"01070";"MA";"25";"Plainfield";"42.5209";"-72.9224"
"01071";"MA";"25";"Russell";"42.1578";"-72.8634"
"01072";"MA";"25";"Shutesbury";"42.4514";"-72.414"
"01073";"MA";"25";"Southampton";"42.2241";"-72.7334"
"01074";"MA";"25";"South Barre";"42.3824";"-72.0998"
"01075";"MA";"25";"Ð¡Ð°ÑƒÑ‚ Ð¥Ð°Ð´Ð»Ð¸";"42.2481";"-72.5796"
"01077";"MA";"25";"Southwick";"42.0472";"-72.7688"
"01080";"MA";"25";"Three Rivers";"42.1792";"-72.3696"
"01081";"MA";"25";"Wales";"42.0579";"-72.2245"
"01082";"MA";"25";"Ware";"42.2722";"-72.3074"
"01083";"MA";"25";"Warren";"42.2175";"-72.2112"
"01084";"MA";"25";"West Chesterfield";"42.3666";"-72.8811"
"01085";"MA";"25";"Westfield";"42.1319";"-72.757"
"01086";"MA";"25";"Westfield";"42.1253";"-72.7501"
"01088";"MA";"25";"West Hatfield";"42.3931";"-72.6506"
"01089";"MA";"25";"West Springfield";"42.125";"-72.6506"
"01090";"MA";"25";"West Springfield";"42.11";"-72.62"
"01093";"MA";"25";"Whately";"42.4399";"-72.6353"
"01095";"MA";"25";"Wilbraham";"42.1301";"-72.4377"
"01096";"MA";"25";"Williamsburg";"42.3846";"-72.7806"
"01097";"MA";"25";"Woronoco";"42.1594";"-72.8751"
"01098";"MA";"25";"Worthington";"42.4063";"-72.9224"
"01101";"MA";"25";"Springfield";"42.1066";"-72.5963"
"01102";"MA";"25";"Spfld";"42.1015";"-72.5905"
"01103";"MA";"25";"Springfield";"42.1052";"-72.5929"
"01104";"MA";"25";"Springfield";"42.1429";"-72.5501"
"01105";"MA";"25";"Springfield";"42.1034";"-72.5811"
"01106";"MA";"25";"Longmeadow";"42.0563";"-72.5796"
"01107";"MA";"25";"Springfield";"42.1214";"-72.6122"
"01108";"MA";"25";"Springfield";"42.0843";"-72.5589"
"01109";"MA";"25";"Springfield";"42.1237";"-72.5501"
"01111";"MA";"25";"Springfield";"42.1173";"-72.5481"
"01114";"MA";"25";"Bay State W Mall";"42.1015";"-72.5905"
"01115";"MA";"25";"Bay State W Tower";"42.1015";"-72.5905"
"01116";"MA";"25";"Longmeadow";"42.05";"-72.58"
"01118";"MA";"25";"Springfield";"42.0931";"-72.5382"
"01119";"MA";"25";"Springfield";"42.1278";"-72.5146"
"01128";"MA";"25";"Springfield";"42.0972";"-72.4879"
"01129";"MA";"25";"Springfield";"42.1144";"-72.4909"
"01133";"MA";"25";"Monarch Life Ins Co";"42.1015";"-72.5905"
"01138";"MA";"25";"Spfld";"42.1015";"-72.5905"
"01139";"MA";"25";"Spfld";"42.1015";"-72.5905"
"01144";"MA";"25";"Springfield";"42.1017";"-72.5909"
"01152";"MA";"25";"Springfield";"42.1512";"-72.519"
"01199";"MA";"25";"Springfield";"42.1262";"-72.6103"
"01201";"MA";"25";"Pittsfield";"42.4635";"-73.3001"
"01202";"MA";"25";"Pittsfield";"42.4501";"-73.2456"
"01203";"MA";"25";"Pittsfield";"42.4501";"-73.2456"
"01220";"MA";"25";"Adams";"42.6259";"-73.1114"
"01222";"MA";"25";"Ashley Falls";"42.0583";"-73.3178"
"01223";"MA";"25";"Becket";"42.3203";"-73.1114"
"01224";"MA";"25";"Berkshire";"42.5067";"-73.1984"
"01225";"MA";"25";"Cheshire";"42.5645";"-73.1468"
"01226";"MA";"25";"Dalton";"42.4882";"-73.1468"
"01227";"MA";"25";"Dalton";"42.47";"-73.17"
"01235";"MA";"25";"Hinsdale";"42.4279";"-73.0641"
"01236";"MA";"25";"Housatonic";"42.2746";"-73.3827"
"01237";"MA";"25";"Hancock";"42.5787";"-73.2411"
"01238";"MA";"25";"Lee";"42.2962";"-73.2058"
"01240";"MA";"25";"Lenox";"42.3721";"-73.2647"
"01243";"MA";"25";"Middlefield";"42.3595";"-73.0228"
"01247";"MA";"25";"North Adams";"42.6949";"-73.0641"
"01253";"MA";"25";"Otis";"42.1938";"-73.0996"
"01254";"MA";"25";"Richmond";"42.367";"-73.3591"
"01255";"MA";"25";"Sandisfield";"42.0899";"-73.1114"
"01256";"MA";"25";"Savoy";"42.5734";"-73.0169"
"01257";"MA";"25";"Sheffield";"42.0938";"-73.3944"
"01259";"MA";"25";"Southfield";"42.0613";"-73.2411"
"01262";"MA";"25";"Ð¡Ñ‚Ð¾ÐºÐ±Ñ€Ð¸Ð´Ð¶";"42.2776";"-73.306"
"01263";"MA";"25";"Assoc of Marian Helpers";"42.2878";"-73.3208"
"01264";"MA";"25";"Tyringham";"42.2237";"-73.1704"
"01266";"MA";"25";"West Stockbridge";"42.3322";"-73.3827"
"01267";"MA";"25";"Williamstown";"42.6853";"-73.2529"
"01270";"MA";"25";"East Windsor";"42.5137";"-73.043"
"01301";"MA";"25";"Greenfield";"42.6334";"-72.6033"
"01302";"MA";"25";"Greenfield";"42.59";"-72.6"
"01330";"MA";"25";"Ashfield";"42.5064";"-72.8279"
"01331";"MA";"25";"Athol";"42.5546";"-72.1653"
"01337";"MA";"25";"Bernardston";"42.6907";"-72.5441"
"01338";"MA";"25";"Buckland";"42.5866";"-72.8072"
"01339";"MA";"25";"Charlemont";"42.628";"-72.8752"
"01341";"MA";"25";"Conway";"42.5226";"-72.6861"
"01342";"MA";"25";"Deerfield";"42.542";"-72.6269"
"01343";"MA";"25";"Drury";"42.6612";"-72.9992"
"01344";"MA";"25";"Erving";"42.6189";"-72.3903"
"01346";"MA";"25";"Heath";"42.6511";"-72.825"
"01349";"MA";"25";"Millers Falls";"42.5749";"-72.5027"
"01351";"MA";"25";"Montague";"42.5462";"-72.5323"
"01354";"MA";"25";"Gill";"42.6376";"-72.5087"
"01355";"MA";"25";"New Salem";"42.4631";"-72.3074"
"01360";"MA";"25";"Northfield";"42.6834";"-72.4377"
"01364";"MA";"25";"Orange";"42.6039";"-72.2956"
"01366";"MA";"25";"Petersham";"42.4861";"-72.2127"
"01367";"MA";"25";"Rowe";"42.7";"-72.9106"
"01368";"MA";"25";"Royalston";"42.6686";"-72.1653"
"01370";"MA";"25";"Shelburne Falls";"42.5988";"-72.6861"
"01373";"MA";"25";"South Deerfield";"42.4657";"-72.6269"
"01375";"MA";"25";"Sunderland";"42.4547";"-72.556"
"01376";"MA";"25";"Turners Falls";"42.5842";"-72.5619"
"01378";"MA";"25";"Warwick";"42.6608";"-72.3548"
"01379";"MA";"25";"Wendell";"42.5466";"-72.414"
"01380";"MA";"25";"Wendell Depot";"42.5606";"-72.3592"
"01420";"MA";"25";"Fitchburg";"42.5769";"-71.8334"
"01430";"MA";"25";"Ashburnham";"42.6682";"-71.9283"
"01431";"MA";"25";"Ashby";"42.6792";"-71.8216"
"01432";"MA";"25";"Ayer";"42.5604";"-71.5605"
"01434";"MA";"25";"Ayer";"42.536";"-71.6139"
"01436";"MA";"25";"Baldwinville";"42.6078";"-72.0824"
"01438";"MA";"25";"East Templeton";"42.5614";"-72.0361"
"01440";"MA";"25";"Gardner";"42.5925";"-71.9876"
"01441";"MA";"25";"Gardner";"42.575";"-71.9988"
"01450";"MA";"25";"Groton";"42.6058";"-71.5487"
"01451";"MA";"25";"Harvard";"42.5074";"-71.5843"
"01452";"MA";"25";"Hubbardston";"42.4937";"-72.0231"
"01453";"MA";"25";"Leominster";"42.5233";"-71.7385"
"01460";"MA";"25";"Littleton";"42.5295";"-71.4893"
"01462";"MA";"25";"Lunenburg";"42.5993";"-71.7385"
"01463";"MA";"25";"Pepperell";"42.663";"-71.608"
"01468";"MA";"25";"Templeton";"42.547";"-72.0587"
"01469";"MA";"25";"Townsend";"42.6748";"-71.6792"
"01470";"MA";"25";"Groton";"42.6112";"-71.5752"
"01471";"MA";"25";"Groton";"42.625";"-71.5857"
"01473";"MA";"25";"Westminster";"42.5581";"-71.8927"
"01474";"MA";"25";"West Townsend";"42.6675";"-71.7504"
"01475";"MA";"25";"Winchendon";"42.6836";"-72.0231"
"01501";"MA";"25";"Auburn";"42.1883";"-71.8453"
"01503";"MA";"25";"Berlin";"42.3822";"-71.6317"
"01504";"MA";"25";"Blackstone";"42.0418";"-71.5368"
"01505";"MA";"25";"Boylston";"42.3597";"-71.7267"
"01506";"MA";"25";"Brookfield";"42.1923";"-72.1061"
"01507";"MA";"25";"Charlton";"42.1425";"-71.9757"
"01510";"MA";"25";"Clinton";"42.409";"-71.6792"
"01515";"MA";"25";"East Brookfield";"42.2057";"-72.0409"
"01516";"MA";"25";"Douglas";"42.0579";"-71.7504"
"01518";"MA";"25";"Fiskdale";"42.1137";"-72.1238"
"01519";"MA";"25";"Grafton";"42.1993";"-71.6792"
"01520";"MA";"25";"Holden";"42.341";"-71.8453"
"01521";"MA";"25";"Holland";"42.0581";"-72.1653"
"01522";"MA";"25";"Jefferson";"42.383";"-71.869"
"01523";"MA";"25";"Lancaster";"42.4851";"-71.6792"
"01524";"MA";"25";"Leicester";"42.2572";"-71.9164"
"01525";"MA";"25";"Linwood";"42.0973";"-71.6455"
"01526";"MA";"25";"Manchaug";"42.0945";"-71.7482"
"01527";"MA";"25";"Millbury";"42.1958";"-71.7741"
"01529";"MA";"25";"Millville";"42.0344";"-71.5783"
"01531";"MA";"25";"New Braintree";"42.3299";"-72.1298"
"01532";"MA";"25";"Northborough";"42.3289";"-71.6555"
"01534";"MA";"25";"Northbridge";"42.1494";"-71.6377"
"01535";"MA";"25";"North Brookfield";"42.2726";"-72.0705"
"01536";"MA";"25";"North Grafton";"42.2261";"-71.697"
"01537";"MA";"25";"North Oxford";"42.1578";"-71.8927"
"01540";"MA";"25";"Oxford";"42.1156";"-71.869"
"01541";"MA";"25";"Princeton";"42.4592";"-71.869"
"01542";"MA";"25";"Rochdale";"42.2037";"-71.9105"
"01543";"MA";"25";"Rutland";"42.3718";"-71.9757"
"01545";"MA";"25";"Shrewsbury";"42.2835";"-71.7267"
"01546";"MA";"25";"Shrewsbury";"42.2888";"-71.7519"
"01550";"MA";"25";"Southbridge";"42.0736";"-72.0231"
"01561";"MA";"25";"South Lancaster";"42.4428";"-71.6864"
"01562";"MA";"25";"Spencer";"42.2191";"-71.9757"
"01564";"MA";"25";"Sterling";"42.4551";"-71.786"
"01566";"MA";"25";"Sturbridge";"42.131";"-72.0824"
"01568";"MA";"25";"Upton";"42.1684";"-71.608"
"01569";"MA";"25";"Uxbridge";"42.0499";"-71.6436"
"01570";"MA";"25";"Webster";"42.0543";"-71.8453"
"01571";"MA";"25";"Dudley";"42.0582";"-71.9283"
"01580";"MA";"25";"Westborough";"42.2918";"-71.5717"
"01581";"MA";"25";"Westborough";"42.2639";"-71.608"
"01582";"MA";"25";"Westborough";"42.2819";"-71.5835"
"01583";"MA";"25";"West Boylston";"42.3675";"-71.7741"
"01585";"MA";"25";"West Brookfield";"42.2496";"-72.1653"
"01586";"MA";"25";"Millbury";"42.1756";"-71.8027"
"01588";"MA";"25";"Whitinsville";"42.1228";"-71.6792"
"01590";"MA";"25";"Sutton";"42.1421";"-71.7385"
"01601";"MA";"25";"Worcester";"42.26";"-71.8"
"01602";"MA";"25";"Worcester";"42.2705";"-71.8512"
"01603";"MA";"25";"Worcester";"42.2399";"-71.8393"
"01604";"MA";"25";"Worcester";"42.2569";"-71.7682"
"01605";"MA";"25";"Worcester";"42.2799";"-71.7919"
"01606";"MA";"25";"Worcester";"42.3142";"-71.7978"
"01607";"MA";"25";"Worcester";"42.2321";"-71.7919"
"01608";"MA";"25";"Worcester";"42.2613";"-71.8023"
"01609";"MA";"25";"Worcester";"42.2876";"-71.8245"
"01610";"MA";"25";"Worcester";"42.2532";"-71.8186"
"01611";"MA";"25";"Cherry Valley";"42.2361";"-71.8749"
"01612";"MA";"25";"Paxton";"42.3183";"-71.9401"
"01613";"MA";"25";"Worcester";"42.2662";"-71.7951"
"01614";"MA";"25";"Worcester";"42.26";"-71.8"
"01615";"MA";"25";"Worcester";"42.26";"-71.8"
"01653";"MA";"25";"Worcester";"42.2922";"-71.7837"
"01655";"MA";"25";"Worcester";"42.26";"-71.8"
"01701";"MA";"25";"Framingham";"42.3315";"-71.4418"
"01702";"MA";"25";"Framingham";"42.2782";"-71.4359"
"01703";"MA";"25";"Framingham";"42.3026";"-71.4236"
"01704";"MA";"25";"Framingham";"42.28";"-71.42"
"01705";"MA";"25";"Framingham";"42.33";"-71.4"
"01718";"MA";"25";"Village of Nagog Woods";"42.5198";"-71.4277"
"01719";"MA";"25";"Acton";"42.4955";"-71.513"
"01720";"MA";"25";"Acton";"42.4836";"-71.4418"
"01721";"MA";"25";"Ashland";"42.2593";"-71.4656"
"01730";"MA";"25";"Bedford";"42.4937";"-71.2755"
"01731";"MA";"25";"Bedford";"42.4586";"-71.2785"
"01740";"MA";"25";"Bolton";"42.4353";"-71.608"
"01741";"MA";"25";"Carlisle";"42.5246";"-71.3468"
"01742";"MA";"25";"ÐšÐ¾Ð½ÐºÐ¾Ñ€Ð´";"42.4527";"-71.3706"
"01745";"MA";"25";"Fayville";"42.2924";"-71.4997"
"01746";"MA";"25";"Holliston";"42.1981";"-71.4418"
"01747";"MA";"25";"Hopedale";"42.1106";"-71.519"
"01748";"MA";"25";"Hopkinton";"42.2254";"-71.5487"
"01749";"MA";"25";"Hudson";"42.3894";"-71.5605"
"01752";"MA";"25";"Marlborough";"42.3474";"-71.5368"
"01754";"MA";"25";"Maynard";"42.4249";"-71.4596"
"01756";"MA";"25";"Mendon";"42.0841";"-71.5605"
"01757";"MA";"25";"Milford";"42.1527";"-71.513"
"01760";"MA";"25";"ÐÐµÐ¹Ñ‚Ð¸Ðº";"42.2775";"-71.3468"
"01770";"MA";"25";"Sherborn";"42.2434";"-71.3706"
"01772";"MA";"25";"Southborough";"42.3093";"-71.5368"
"01773";"MA";"25";"Lincoln";"42.4217";"-71.2993"
"01775";"MA";"25";"Stow";"42.4385";"-71.513"
"01776";"MA";"25";"Sudbury";"42.3847";"-71.4181"
